,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
13,2020-04-02,96.11515254927491,1.040547557934161,178.01862568960127,96.11515254927491,96.11515254927491,-3.8448379769245924,-3.8448379769245924,-3.8448379769245924,-3.8448379769245924,-3.8448379769245924,-3.8448379769245924,0.0,0.0,0.0,92.27031457235032
14,2020-04-03,97.91060950820791,-2.337170025037204,175.2036768773791,97.91060950820791,97.91060950820791,-7.760561843351508,-7.760561843351508,-7.760561843351508,-7.760561843351508,-7.760561843351508,-7.760561843351508,0.0,0.0,0.0,90.1500476648564
15,2020-04-06,103.29698038500698,11.734432873877001,185.25218081605175,103.29698038500698,103.29698038500698,-5.865511429715871,-5.865511429715871,-5.865511429715871,-5.865511429715871,-5.865511429715871,-5.865511429715871,0.0,0.0,0.0,97.43146895529111
16,2020-04-07,105.09243734394,15.08003395383387,184.55205702527707,105.09243734394,105.09243734394,-2.3886757936657093,-2.3886757936657093,-2.3886757936657093,-2.3886757936657093,-2.3886757936657093,-2.3886757936657093,0.0,0.0,0.0,102.7037615502743
17,2020-04-08,106.88789431699477,22.87462120738951,183.76115759758534,106.88789431699477,106.88789431699477,-3.4960425671385176,-3.4960425671385176,-3.4960425671385176,-3.4960425671385176,-3.4960425671385176,-3.4960425671385176,0.0,0.0,0.0,103.39185174985626
18,2020-04-09,108.68335129004957,20.378793042044506,194.96764398859884,108.68335129004957,108.68335129004957,-3.8448379769322605,-3.8448379769322605,-3.8448379769322605,-3.8448379769322605,-3.8448379769322605,-3.8448379769322605,0.0,0.0,0.0,104.83851331311732
19,2020-04-13,115.86517918226866,21.972245453528743,194.01914828970362,115.86517918226866,115.86517918226866,-5.865511429708887,-5.865511429708887,-5.865511429708887,-5.865511429708887,-5.865511429708887,-5.865511429708887,0.0,0.0,0.0,109.99966775255977
20,2020-04-14,117.66063615532344,27.558237979231503,203.87264100839408,117.66063615532344,117.66063615532344,-2.3886757936579186,-2.3886757936579186,-2.3886757936579186,-2.3886757936579186,-2.3886757936579186,-2.3886757936579186,0.0,0.0,0.0,115.27196036166552
21,2020-04-15,119.45609312837821,28.497648874781337,198.66509469707907,119.45609312837821,119.45609312837821,-3.496042567139709,-3.496042567139709,-3.496042567139709,-3.496042567139709,-3.496042567139709,-3.496042567139709,0.0,0.0,0.0,115.9600505612385
22,2020-04-16,121.25155010143303,29.161315658616715,210.80817923942013,121.25155010143303,121.25155010143303,-3.8448379769087873,-3.8448379769087873,-3.8448379769087873,-3.8448379769087873,-3.8448379769087873,-3.8448379769087873,0.0,0.0,0.0,117.40671212452423
23,2020-04-17,123.04700707448777,26.92426350216964,200.69161202662502,123.04700707448777,123.04700707448777,-7.760561843325346,-7.760561843325346,-7.760561843325346,-7.760561843325346,-7.760561843325346,-7.760561843325346,0.0,0.0,0.0,115.28644523116242
24,2020-04-20,128.43337799365213,36.8872129101207,203.47883514252246,128.43337799365213,128.43337799365213,-5.865511429721814,-5.865511429721814,-5.865511429721814,-5.865511429721814,-5.865511429721814,-5.865511429721814,0.0,0.0,0.0,122.56786656393031
25,2020-04-21,130.2288352254085,40.73869029911989,210.43380805963574,130.2288352254085,130.2288352254085,-2.388675793677954,-2.388675793677954,-2.388675793677954,-2.388675793677954,-2.388675793677954,-2.388675793677954,0.0,0.0,0.0,127.84015943173054
26,2020-04-22,132.02429245716485,44.558212462064986,217.90267380757908,132.02429245716485,132.02429245716485,-3.496042567139133,-3.496042567139133,-3.496042567139133,-3.496042567139133,-3.496042567139133,-3.496042567139133,0.0,0.0,0.0,128.5282498900257
